panel,true_value,rep,file_path
sigma,21.7125,22,figure4_samples\sigma_true_21.712500_rep_022.npy
sigma,21.7125,23,figure4_samples\sigma_true_21.712500_rep_023.npy
sigma,21.7125,24,figure4_samples\sigma_true_21.712500_rep_024.npy
sigma,21.7125,25,figure4_samples\sigma_true_21.712500_rep_025.npy
sigma,21.7125,26,figure4_samples\sigma_true_21.712500_rep_026.npy
sigma,21.7125,27,figure4_samples\sigma_true_21.712500_rep_027.npy
sigma,21.7125,28,figure4_samples\sigma_true_21.712500_rep_028.npy
sigma,21.7125,29,figure4_samples\sigma_true_21.712500_rep_029.npy
sigma,21.7125,30,figure4_samples\sigma_true_21.712500_rep_030.npy
sigma,21.7125,31,figure4_samples\sigma_true_21.712500_rep_031.npy
sigma,21.7125,32,figure4_samples\sigma_true_21.712500_rep_032.npy
sigma,21.7125,33,figure4_samples\sigma_true_21.712500_rep_033.npy
sigma,21.7125,34,figure4_samples\sigma_true_21.712500_rep_034.npy
sigma,21.7125,35,figure4_samples\sigma_true_21.712500_rep_035.npy
sigma,21.7125,36,figure4_samples\sigma_true_21.712500_rep_036.npy
sigma,21.7125,37,figure4_samples\sigma_true_21.712500_rep_037.npy
sigma,21.7125,38,figure4_samples\sigma_true_21.712500_rep_038.npy
sigma,21.7125,39,figure4_samples\sigma_true_21.712500_rep_039.npy
sigma,21.7125,40,figure4_samples\sigma_true_21.712500_rep_040.npy
sigma,21.7125,41,figure4_samples\sigma_true_21.712500_rep_041.npy
sigma,21.7125,42,figure4_samples\sigma_true_21.712500_rep_042.npy
sigma,21.7125,43,figure4_samples\sigma_true_21.712500_rep_043.npy
sigma,21.7125,44,figure4_samples\sigma_true_21.712500_rep_044.npy
sigma,21.7125,45,figure4_samples\sigma_true_21.712500_rep_045.npy
sigma,21.7125,46,figure4_samples\sigma_true_21.712500_rep_046.npy
sigma,21.7125,47,figure4_samples\sigma_true_21.712500_rep_047.npy
sigma,21.7125,48,figure4_samples\sigma_true_21.712500_rep_048.npy
sigma,21.7125,49,figure4_samples\sigma_true_21.712500_rep_049.npy
sigma,21.7125,50,figure4_samples\sigma_true_21.712500_rep_050.npy
sigma,21.7125,51,figure4_samples\sigma_true_21.712500_rep_051.npy
sigma,21.7125,52,figure4_samples\sigma_true_21.712500_rep_052.npy
sigma,21.7125,53,figure4_samples\sigma_true_21.712500_rep_053.npy
sigma,21.7125,54,figure4_samples\sigma_true_21.712500_rep_054.npy
sigma,21.7125,55,figure4_samples\sigma_true_21.712500_rep_055.npy
sigma,21.7125,56,figure4_samples\sigma_true_21.712500_rep_056.npy
sigma,21.7125,57,figure4_samples\sigma_true_21.712500_rep_057.npy
sigma,21.7125,58,figure4_samples\sigma_true_21.712500_rep_058.npy
sigma,21.7125,59,figure4_samples\sigma_true_21.712500_rep_059.npy
sigma,21.7125,60,figure4_samples\sigma_true_21.712500_rep_060.npy
sigma,21.7125,61,figure4_samples\sigma_true_21.712500_rep_061.npy
sigma,21.7125,62,figure4_samples\sigma_true_21.712500_rep_062.npy
sigma,21.7125,63,figure4_samples\sigma_true_21.712500_rep_063.npy
sigma,21.7125,64,figure4_samples\sigma_true_21.712500_rep_064.npy
sigma,21.7125,65,figure4_samples\sigma_true_21.712500_rep_065.npy
sigma,21.7125,66,figure4_samples\sigma_true_21.712500_rep_066.npy
sigma,21.7125,67,figure4_samples\sigma_true_21.712500_rep_067.npy
sigma,21.7125,68,figure4_samples\sigma_true_21.712500_rep_068.npy
sigma,21.7125,69,figure4_samples\sigma_true_21.712500_rep_069.npy
sigma,21.7125,70,figure4_samples\sigma_true_21.712500_rep_070.npy
sigma,21.7125,71,figure4_samples\sigma_true_21.712500_rep_071.npy
sigma,21.7125,72,figure4_samples\sigma_true_21.712500_rep_072.npy
sigma,21.7125,73,figure4_samples\sigma_true_21.712500_rep_073.npy
sigma,21.7125,74,figure4_samples\sigma_true_21.712500_rep_074.npy
sigma,21.7125,75,figure4_samples\sigma_true_21.712500_rep_075.npy
sigma,21.7125,76,figure4_samples\sigma_true_21.712500_rep_076.npy
sigma,21.7125,77,figure4_samples\sigma_true_21.712500_rep_077.npy
sigma,21.7125,78,figure4_samples\sigma_true_21.712500_rep_078.npy
sigma,21.7125,79,figure4_samples\sigma_true_21.712500_rep_079.npy
sigma,21.7125,80,figure4_samples\sigma_true_21.712500_rep_080.npy
sigma,21.7125,81,figure4_samples\sigma_true_21.712500_rep_081.npy
sigma,21.7125,82,figure4_samples\sigma_true_21.712500_rep_082.npy
sigma,21.7125,83,figure4_samples\sigma_true_21.712500_rep_083.npy
sigma,21.7125,84,figure4_samples\sigma_true_21.712500_rep_084.npy
sigma,21.7125,85,figure4_samples\sigma_true_21.712500_rep_085.npy
sigma,21.7125,86,figure4_samples\sigma_true_21.712500_rep_086.npy
sigma,21.7125,87,figure4_samples\sigma_true_21.712500_rep_087.npy
sigma,21.7125,88,figure4_samples\sigma_true_21.712500_rep_088.npy
sigma,21.7125,89,figure4_samples\sigma_true_21.712500_rep_089.npy
sigma,21.7125,90,figure4_samples\sigma_true_21.712500_rep_090.npy
sigma,21.7125,91,figure4_samples\sigma_true_21.712500_rep_091.npy
sigma,21.7125,92,figure4_samples\sigma_true_21.712500_rep_092.npy
sigma,21.7125,93,figure4_samples\sigma_true_21.712500_rep_093.npy
sigma,21.7125,94,figure4_samples\sigma_true_21.712500_rep_094.npy
sigma,21.7125,95,figure4_samples\sigma_true_21.712500_rep_095.npy
sigma,21.7125,96,figure4_samples\sigma_true_21.712500_rep_096.npy
sigma,21.7125,97,figure4_samples\sigma_true_21.712500_rep_097.npy
sigma,21.7125,98,figure4_samples\sigma_true_21.712500_rep_098.npy
sigma,21.7125,99,figure4_samples\sigma_true_21.712500_rep_099.npy
sigma,23.375,0,figure4_samples\sigma_true_23.375000_rep_000.npy
sigma,23.375,1,figure4_samples\sigma_true_23.375000_rep_001.npy
sigma,23.375,2,figure4_samples\sigma_true_23.375000_rep_002.npy
sigma,23.375,3,figure4_samples\sigma_true_23.375000_rep_003.npy
sigma,23.375,4,figure4_samples\sigma_true_23.375000_rep_004.npy
sigma,23.375,5,figure4_samples\sigma_true_23.375000_rep_005.npy
sigma,23.375,6,figure4_samples\sigma_true_23.375000_rep_006.npy
sigma,23.375,7,figure4_samples\sigma_true_23.375000_rep_007.npy
sigma,23.375,8,figure4_samples\sigma_true_23.375000_rep_008.npy
sigma,23.375,9,figure4_samples\sigma_true_23.375000_rep_009.npy
sigma,23.375,10,figure4_samples\sigma_true_23.375000_rep_010.npy
sigma,23.375,11,figure4_samples\sigma_true_23.375000_rep_011.npy
sigma,23.375,12,figure4_samples\sigma_true_23.375000_rep_012.npy
sigma,23.375,13,figure4_samples\sigma_true_23.375000_rep_013.npy
sigma,23.375,14,figure4_samples\sigma_true_23.375000_rep_014.npy
sigma,23.375,15,figure4_samples\sigma_true_23.375000_rep_015.npy
sigma,23.375,16,figure4_samples\sigma_true_23.375000_rep_016.npy
sigma,23.375,17,figure4_samples\sigma_true_23.375000_rep_017.npy
sigma,23.375,18,figure4_samples\sigma_true_23.375000_rep_018.npy
sigma,23.375,19,figure4_samples\sigma_true_23.375000_rep_019.npy
sigma,23.375,20,figure4_samples\sigma_true_23.375000_rep_020.npy
sigma,23.375,21,figure4_samples\sigma_true_23.375000_rep_021.npy
sigma,23.375,22,figure4_samples\sigma_true_23.375000_rep_022.npy
sigma,23.375,23,figure4_samples\sigma_true_23.375000_rep_023.npy
sigma,23.375,24,figure4_samples\sigma_true_23.375000_rep_024.npy
sigma,23.375,25,figure4_samples\sigma_true_23.375000_rep_025.npy
sigma,23.375,26,figure4_samples\sigma_true_23.375000_rep_026.npy
sigma,23.375,27,figure4_samples\sigma_true_23.375000_rep_027.npy
sigma,23.375,28,figure4_samples\sigma_true_23.375000_rep_028.npy
sigma,23.375,29,figure4_samples\sigma_true_23.375000_rep_029.npy
sigma,23.375,30,figure4_samples\sigma_true_23.375000_rep_030.npy
sigma,23.375,31,figure4_samples\sigma_true_23.375000_rep_031.npy
sigma,23.375,32,figure4_samples\sigma_true_23.375000_rep_032.npy
sigma,23.375,33,figure4_samples\sigma_true_23.375000_rep_033.npy
sigma,23.375,34,figure4_samples\sigma_true_23.375000_rep_034.npy
sigma,23.375,35,figure4_samples\sigma_true_23.375000_rep_035.npy
sigma,23.375,36,figure4_samples\sigma_true_23.375000_rep_036.npy
sigma,23.375,37,figure4_samples\sigma_true_23.375000_rep_037.npy
sigma,23.375,38,figure4_samples\sigma_true_23.375000_rep_038.npy
sigma,23.375,39,figure4_samples\sigma_true_23.375000_rep_039.npy
sigma,23.375,40,figure4_samples\sigma_true_23.375000_rep_040.npy
sigma,23.375,41,figure4_samples\sigma_true_23.375000_rep_041.npy
sigma,23.375,42,figure4_samples\sigma_true_23.375000_rep_042.npy
sigma,23.375,43,figure4_samples\sigma_true_23.375000_rep_043.npy
sigma,23.375,44,figure4_samples\sigma_true_23.375000_rep_044.npy
sigma,23.375,45,figure4_samples\sigma_true_23.375000_rep_045.npy
sigma,23.375,46,figure4_samples\sigma_true_23.375000_rep_046.npy
sigma,23.375,47,figure4_samples\sigma_true_23.375000_rep_047.npy
sigma,23.375,48,figure4_samples\sigma_true_23.375000_rep_048.npy
sigma,23.375,49,figure4_samples\sigma_true_23.375000_rep_049.npy
sigma,23.375,50,figure4_samples\sigma_true_23.375000_rep_050.npy
sigma,23.375,51,figure4_samples\sigma_true_23.375000_rep_051.npy
sigma,23.375,52,figure4_samples\sigma_true_23.375000_rep_052.npy
sigma,23.375,53,figure4_samples\sigma_true_23.375000_rep_053.npy
sigma,23.375,54,figure4_samples\sigma_true_23.375000_rep_054.npy
sigma,23.375,55,figure4_samples\sigma_true_23.375000_rep_055.npy
sigma,23.375,56,figure4_samples\sigma_true_23.375000_rep_056.npy
sigma,23.375,57,figure4_samples\sigma_true_23.375000_rep_057.npy
sigma,23.375,58,figure4_samples\sigma_true_23.375000_rep_058.npy
sigma,23.375,59,figure4_samples\sigma_true_23.375000_rep_059.npy
sigma,23.375,60,figure4_samples\sigma_true_23.375000_rep_060.npy
sigma,23.375,61,figure4_samples\sigma_true_23.375000_rep_061.npy
sigma,23.375,62,figure4_samples\sigma_true_23.375000_rep_062.npy
sigma,23.375,63,figure4_samples\sigma_true_23.375000_rep_063.npy
sigma,23.375,64,figure4_samples\sigma_true_23.375000_rep_064.npy
sigma,23.375,65,figure4_samples\sigma_true_23.375000_rep_065.npy
sigma,23.375,66,figure4_samples\sigma_true_23.375000_rep_066.npy
sigma,23.375,67,figure4_samples\sigma_true_23.375000_rep_067.npy
sigma,23.375,68,figure4_samples\sigma_true_23.375000_rep_068.npy
sigma,23.375,69,figure4_samples\sigma_true_23.375000_rep_069.npy
sigma,23.375,70,figure4_samples\sigma_true_23.375000_rep_070.npy
sigma,23.375,71,figure4_samples\sigma_true_23.375000_rep_071.npy
sigma,23.375,72,figure4_samples\sigma_true_23.375000_rep_072.npy
sigma,23.375,73,figure4_samples\sigma_true_23.375000_rep_073.npy
sigma,23.375,74,figure4_samples\sigma_true_23.375000_rep_074.npy
sigma,23.375,75,figure4_samples\sigma_true_23.375000_rep_075.npy
sigma,23.375,76,figure4_samples\sigma_true_23.375000_rep_076.npy
sigma,23.375,77,figure4_samples\sigma_true_23.375000_rep_077.npy
sigma,23.375,78,figure4_samples\sigma_true_23.375000_rep_078.npy
sigma,23.375,79,figure4_samples\sigma_true_23.375000_rep_079.npy
sigma,23.375,80,figure4_samples\sigma_true_23.375000_rep_080.npy
sigma,23.375,81,figure4_samples\sigma_true_23.375000_rep_081.npy
sigma,23.375,82,figure4_samples\sigma_true_23.375000_rep_082.npy
sigma,23.375,83,figure4_samples\sigma_true_23.375000_rep_083.npy
sigma,23.375,84,figure4_samples\sigma_true_23.375000_rep_084.npy
sigma,23.375,85,figure4_samples\sigma_true_23.375000_rep_085.npy
sigma,23.375,86,figure4_samples\sigma_true_23.375000_rep_086.npy
sigma,23.375,87,figure4_samples\sigma_true_23.375000_rep_087.npy
sigma,23.375,88,figure4_samples\sigma_true_23.375000_rep_088.npy
sigma,23.375,89,figure4_samples\sigma_true_23.375000_rep_089.npy
sigma,23.375,90,figure4_samples\sigma_true_23.375000_rep_090.npy
sigma,23.375,91,figure4_samples\sigma_true_23.375000_rep_091.npy
sigma,23.375,92,figure4_samples\sigma_true_23.375000_rep_092.npy
sigma,23.375,93,figure4_samples\sigma_true_23.375000_rep_093.npy
sigma,23.375,94,figure4_samples\sigma_true_23.375000_rep_094.npy
sigma,23.375,95,figure4_samples\sigma_true_23.375000_rep_095.npy
sigma,23.375,96,figure4_samples\sigma_true_23.375000_rep_096.npy
sigma,23.375,97,figure4_samples\sigma_true_23.375000_rep_097.npy
sigma,23.375,98,figure4_samples\sigma_true_23.375000_rep_098.npy
sigma,23.375,99,figure4_samples\sigma_true_23.375000_rep_099.npy
sigma,25.037499999999998,0,figure4_samples\sigma_true_25.037500_rep_000.npy
sigma,25.037499999999998,1,figure4_samples\sigma_true_25.037500_rep_001.npy
sigma,25.037499999999998,2,figure4_samples\sigma_true_25.037500_rep_002.npy
sigma,25.037499999999998,3,figure4_samples\sigma_true_25.037500_rep_003.npy
sigma,25.037499999999998,4,figure4_samples\sigma_true_25.037500_rep_004.npy
sigma,25.037499999999998,5,figure4_samples\sigma_true_25.037500_rep_005.npy
sigma,25.037499999999998,6,figure4_samples\sigma_true_25.037500_rep_006.npy
sigma,25.037499999999998,7,figure4_samples\sigma_true_25.037500_rep_007.npy
sigma,25.037499999999998,8,figure4_samples\sigma_true_25.037500_rep_008.npy
sigma,25.037499999999998,9,figure4_samples\sigma_true_25.037500_rep_009.npy
sigma,25.037499999999998,10,figure4_samples\sigma_true_25.037500_rep_010.npy
sigma,25.037499999999998,11,figure4_samples\sigma_true_25.037500_rep_011.npy
sigma,25.037499999999998,12,figure4_samples\sigma_true_25.037500_rep_012.npy
sigma,25.037499999999998,13,figure4_samples\sigma_true_25.037500_rep_013.npy
sigma,25.037499999999998,14,figure4_samples\sigma_true_25.037500_rep_014.npy
sigma,25.037499999999998,15,figure4_samples\sigma_true_25.037500_rep_015.npy
sigma,25.037499999999998,16,figure4_samples\sigma_true_25.037500_rep_016.npy
sigma,25.037499999999998,17,figure4_samples\sigma_true_25.037500_rep_017.npy
sigma,25.037499999999998,18,figure4_samples\sigma_true_25.037500_rep_018.npy
sigma,25.037499999999998,19,figure4_samples\sigma_true_25.037500_rep_019.npy
sigma,25.037499999999998,20,figure4_samples\sigma_true_25.037500_rep_020.npy
sigma,25.037499999999998,21,figure4_samples\sigma_true_25.037500_rep_021.npy
sigma,25.037499999999998,22,figure4_samples\sigma_true_25.037500_rep_022.npy
sigma,25.037499999999998,23,figure4_samples\sigma_true_25.037500_rep_023.npy
sigma,25.037499999999998,24,figure4_samples\sigma_true_25.037500_rep_024.npy
sigma,25.037499999999998,25,figure4_samples\sigma_true_25.037500_rep_025.npy
sigma,25.037499999999998,26,figure4_samples\sigma_true_25.037500_rep_026.npy
sigma,25.037499999999998,27,figure4_samples\sigma_true_25.037500_rep_027.npy
sigma,25.037499999999998,28,figure4_samples\sigma_true_25.037500_rep_028.npy
sigma,25.037499999999998,29,figure4_samples\sigma_true_25.037500_rep_029.npy
sigma,25.037499999999998,30,figure4_samples\sigma_true_25.037500_rep_030.npy
sigma,25.037499999999998,31,figure4_samples\sigma_true_25.037500_rep_031.npy
sigma,25.037499999999998,32,figure4_samples\sigma_true_25.037500_rep_032.npy
sigma,25.037499999999998,33,figure4_samples\sigma_true_25.037500_rep_033.npy
sigma,25.037499999999998,34,figure4_samples\sigma_true_25.037500_rep_034.npy
sigma,25.037499999999998,35,figure4_samples\sigma_true_25.037500_rep_035.npy
sigma,25.037499999999998,36,figure4_samples\sigma_true_25.037500_rep_036.npy
sigma,25.037499999999998,37,figure4_samples\sigma_true_25.037500_rep_037.npy
sigma,25.037499999999998,38,figure4_samples\sigma_true_25.037500_rep_038.npy
sigma,25.037499999999998,39,figure4_samples\sigma_true_25.037500_rep_039.npy
sigma,25.037499999999998,40,figure4_samples\sigma_true_25.037500_rep_040.npy
sigma,25.037499999999998,41,figure4_samples\sigma_true_25.037500_rep_041.npy
sigma,25.037499999999998,42,figure4_samples\sigma_true_25.037500_rep_042.npy
sigma,25.037499999999998,43,figure4_samples\sigma_true_25.037500_rep_043.npy
sigma,25.037499999999998,44,figure4_samples\sigma_true_25.037500_rep_044.npy
sigma,25.037499999999998,45,figure4_samples\sigma_true_25.037500_rep_045.npy
sigma,25.037499999999998,46,figure4_samples\sigma_true_25.037500_rep_046.npy
sigma,25.037499999999998,47,figure4_samples\sigma_true_25.037500_rep_047.npy
sigma,25.037499999999998,48,figure4_samples\sigma_true_25.037500_rep_048.npy
sigma,25.037499999999998,49,figure4_samples\sigma_true_25.037500_rep_049.npy
sigma,25.037499999999998,50,figure4_samples\sigma_true_25.037500_rep_050.npy
sigma,25.037499999999998,51,figure4_samples\sigma_true_25.037500_rep_051.npy
sigma,25.037499999999998,52,figure4_samples\sigma_true_25.037500_rep_052.npy
sigma,25.037499999999998,53,figure4_samples\sigma_true_25.037500_rep_053.npy
sigma,25.037499999999998,54,figure4_samples\sigma_true_25.037500_rep_054.npy
sigma,25.037499999999998,55,figure4_samples\sigma_true_25.037500_rep_055.npy
sigma,25.037499999999998,56,figure4_samples\sigma_true_25.037500_rep_056.npy
sigma,25.037499999999998,57,figure4_samples\sigma_true_25.037500_rep_057.npy
sigma,25.037499999999998,58,figure4_samples\sigma_true_25.037500_rep_058.npy
sigma,25.037499999999998,59,figure4_samples\sigma_true_25.037500_rep_059.npy
sigma,25.037499999999998,60,figure4_samples\sigma_true_25.037500_rep_060.npy
sigma,25.037499999999998,61,figure4_samples\sigma_true_25.037500_rep_061.npy
sigma,25.037499999999998,62,figure4_samples\sigma_true_25.037500_rep_062.npy
sigma,25.037499999999998,63,figure4_samples\sigma_true_25.037500_rep_063.npy
sigma,25.037499999999998,64,figure4_samples\sigma_true_25.037500_rep_064.npy
sigma,25.037499999999998,65,figure4_samples\sigma_true_25.037500_rep_065.npy
sigma,25.037499999999998,66,figure4_samples\sigma_true_25.037500_rep_066.npy
sigma,25.037499999999998,67,figure4_samples\sigma_true_25.037500_rep_067.npy
sigma,25.037499999999998,68,figure4_samples\sigma_true_25.037500_rep_068.npy
sigma,25.037499999999998,69,figure4_samples\sigma_true_25.037500_rep_069.npy
sigma,25.037499999999998,70,figure4_samples\sigma_true_25.037500_rep_070.npy
sigma,25.037499999999998,71,figure4_samples\sigma_true_25.037500_rep_071.npy
sigma,25.037499999999998,72,figure4_samples\sigma_true_25.037500_rep_072.npy
sigma,25.037499999999998,73,figure4_samples\sigma_true_25.037500_rep_073.npy
sigma,25.037499999999998,74,figure4_samples\sigma_true_25.037500_rep_074.npy
sigma,25.037499999999998,75,figure4_samples\sigma_true_25.037500_rep_075.npy
sigma,25.037499999999998,76,figure4_samples\sigma_true_25.037500_rep_076.npy
sigma,25.037499999999998,77,figure4_samples\sigma_true_25.037500_rep_077.npy
sigma,25.037499999999998,78,figure4_samples\sigma_true_25.037500_rep_078.npy
sigma,25.037499999999998,79,figure4_samples\sigma_true_25.037500_rep_079.npy
sigma,25.037499999999998,80,figure4_samples\sigma_true_25.037500_rep_080.npy
sigma,25.037499999999998,81,figure4_samples\sigma_true_25.037500_rep_081.npy
sigma,25.037499999999998,82,figure4_samples\sigma_true_25.037500_rep_082.npy
sigma,25.037499999999998,83,figure4_samples\sigma_true_25.037500_rep_083.npy
sigma,25.037499999999998,84,figure4_samples\sigma_true_25.037500_rep_084.npy
sigma,25.037499999999998,85,figure4_samples\sigma_true_25.037500_rep_085.npy
sigma,25.037499999999998,86,figure4_samples\sigma_true_25.037500_rep_086.npy
sigma,25.037499999999998,87,figure4_samples\sigma_true_25.037500_rep_087.npy
sigma,25.037499999999998,88,figure4_samples\sigma_true_25.037500_rep_088.npy
sigma,25.037499999999998,89,figure4_samples\sigma_true_25.037500_rep_089.npy
sigma,25.037499999999998,90,figure4_samples\sigma_true_25.037500_rep_090.npy
sigma,25.037499999999998,91,figure4_samples\sigma_true_25.037500_rep_091.npy
sigma,25.037499999999998,92,figure4_samples\sigma_true_25.037500_rep_092.npy
sigma,25.037499999999998,93,figure4_samples\sigma_true_25.037500_rep_093.npy
sigma,25.037499999999998,94,figure4_samples\sigma_true_25.037500_rep_094.npy
sigma,25.037499999999998,95,figure4_samples\sigma_true_25.037500_rep_095.npy
sigma,25.037499999999998,96,figure4_samples\sigma_true_25.037500_rep_096.npy
sigma,25.037499999999998,97,figure4_samples\sigma_true_25.037500_rep_097.npy
sigma,25.037499999999998,98,figure4_samples\sigma_true_25.037500_rep_098.npy
sigma,25.037499999999998,99,figure4_samples\sigma_true_25.037500_rep_099.npy
sigma,26.7,0,figure4_samples\sigma_true_26.700000_rep_000.npy
sigma,26.7,1,figure4_samples\sigma_true_26.700000_rep_001.npy
sigma,26.7,2,figure4_samples\sigma_true_26.700000_rep_002.npy
sigma,26.7,3,figure4_samples\sigma_true_26.700000_rep_003.npy
sigma,26.7,4,figure4_samples\sigma_true_26.700000_rep_004.npy
sigma,26.7,5,figure4_samples\sigma_true_26.700000_rep_005.npy
sigma,26.7,6,figure4_samples\sigma_true_26.700000_rep_006.npy
sigma,26.7,7,figure4_samples\sigma_true_26.700000_rep_007.npy
sigma,26.7,8,figure4_samples\sigma_true_26.700000_rep_008.npy
sigma,26.7,9,figure4_samples\sigma_true_26.700000_rep_009.npy
sigma,26.7,10,figure4_samples\sigma_true_26.700000_rep_010.npy
sigma,26.7,11,figure4_samples\sigma_true_26.700000_rep_011.npy
sigma,26.7,12,figure4_samples\sigma_true_26.700000_rep_012.npy
sigma,26.7,13,figure4_samples\sigma_true_26.700000_rep_013.npy
sigma,26.7,14,figure4_samples\sigma_true_26.700000_rep_014.npy
sigma,26.7,15,figure4_samples\sigma_true_26.700000_rep_015.npy
sigma,26.7,16,figure4_samples\sigma_true_26.700000_rep_016.npy
sigma,26.7,17,figure4_samples\sigma_true_26.700000_rep_017.npy
sigma,26.7,18,figure4_samples\sigma_true_26.700000_rep_018.npy
sigma,26.7,19,figure4_samples\sigma_true_26.700000_rep_019.npy
sigma,26.7,20,figure4_samples\sigma_true_26.700000_rep_020.npy
sigma,26.7,21,figure4_samples\sigma_true_26.700000_rep_021.npy
sigma,26.7,22,figure4_samples\sigma_true_26.700000_rep_022.npy
sigma,26.7,23,figure4_samples\sigma_true_26.700000_rep_023.npy
sigma,26.7,24,figure4_samples\sigma_true_26.700000_rep_024.npy
sigma,26.7,25,figure4_samples\sigma_true_26.700000_rep_025.npy
sigma,26.7,26,figure4_samples\sigma_true_26.700000_rep_026.npy
sigma,26.7,27,figure4_samples\sigma_true_26.700000_rep_027.npy
sigma,26.7,28,figure4_samples\sigma_true_26.700000_rep_028.npy
sigma,26.7,29,figure4_samples\sigma_true_26.700000_rep_029.npy
sigma,26.7,30,figure4_samples\sigma_true_26.700000_rep_030.npy
sigma,26.7,31,figure4_samples\sigma_true_26.700000_rep_031.npy
sigma,26.7,32,figure4_samples\sigma_true_26.700000_rep_032.npy
sigma,26.7,33,figure4_samples\sigma_true_26.700000_rep_033.npy
sigma,26.7,34,figure4_samples\sigma_true_26.700000_rep_034.npy
sigma,26.7,35,figure4_samples\sigma_true_26.700000_rep_035.npy
sigma,26.7,36,figure4_samples\sigma_true_26.700000_rep_036.npy
sigma,26.7,37,figure4_samples\sigma_true_26.700000_rep_037.npy
sigma,26.7,38,figure4_samples\sigma_true_26.700000_rep_038.npy
sigma,26.7,39,figure4_samples\sigma_true_26.700000_rep_039.npy
sigma,26.7,40,figure4_samples\sigma_true_26.700000_rep_040.npy
sigma,26.7,41,figure4_samples\sigma_true_26.700000_rep_041.npy
sigma,26.7,42,figure4_samples\sigma_true_26.700000_rep_042.npy
sigma,26.7,43,figure4_samples\sigma_true_26.700000_rep_043.npy
sigma,26.7,44,figure4_samples\sigma_true_26.700000_rep_044.npy
sigma,26.7,45,figure4_samples\sigma_true_26.700000_rep_045.npy
sigma,26.7,46,figure4_samples\sigma_true_26.700000_rep_046.npy
sigma,26.7,47,figure4_samples\sigma_true_26.700000_rep_047.npy
sigma,26.7,48,figure4_samples\sigma_true_26.700000_rep_048.npy
sigma,26.7,49,figure4_samples\sigma_true_26.700000_rep_049.npy
sigma,26.7,50,figure4_samples\sigma_true_26.700000_rep_050.npy
sigma,26.7,51,figure4_samples\sigma_true_26.700000_rep_051.npy
sigma,26.7,52,figure4_samples\sigma_true_26.700000_rep_052.npy
sigma,26.7,53,figure4_samples\sigma_true_26.700000_rep_053.npy
sigma,26.7,54,figure4_samples\sigma_true_26.700000_rep_054.npy
sigma,26.7,55,figure4_samples\sigma_true_26.700000_rep_055.npy
sigma,26.7,56,figure4_samples\sigma_true_26.700000_rep_056.npy
sigma,26.7,57,figure4_samples\sigma_true_26.700000_rep_057.npy
sigma,26.7,58,figure4_samples\sigma_true_26.700000_rep_058.npy
sigma,26.7,59,figure4_samples\sigma_true_26.700000_rep_059.npy
sigma,26.7,60,figure4_samples\sigma_true_26.700000_rep_060.npy
sigma,26.7,61,figure4_samples\sigma_true_26.700000_rep_061.npy
sigma,26.7,62,figure4_samples\sigma_true_26.700000_rep_062.npy
sigma,26.7,63,figure4_samples\sigma_true_26.700000_rep_063.npy
sigma,26.7,64,figure4_samples\sigma_true_26.700000_rep_064.npy
sigma,26.7,65,figure4_samples\sigma_true_26.700000_rep_065.npy
sigma,26.7,66,figure4_samples\sigma_true_26.700000_rep_066.npy
sigma,26.7,67,figure4_samples\sigma_true_26.700000_rep_067.npy
sigma,26.7,68,figure4_samples\sigma_true_26.700000_rep_068.npy
sigma,26.7,69,figure4_samples\sigma_true_26.700000_rep_069.npy
sigma,26.7,70,figure4_samples\sigma_true_26.700000_rep_070.npy
sigma,26.7,71,figure4_samples\sigma_true_26.700000_rep_071.npy
sigma,26.7,72,figure4_samples\sigma_true_26.700000_rep_072.npy
sigma,26.7,73,figure4_samples\sigma_true_26.700000_rep_073.npy
sigma,26.7,74,figure4_samples\sigma_true_26.700000_rep_074.npy
sigma,26.7,75,figure4_samples\sigma_true_26.700000_rep_075.npy
sigma,26.7,76,figure4_samples\sigma_true_26.700000_rep_076.npy
sigma,26.7,77,figure4_samples\sigma_true_26.700000_rep_077.npy
sigma,26.7,78,figure4_samples\sigma_true_26.700000_rep_078.npy
sigma,26.7,79,figure4_samples\sigma_true_26.700000_rep_079.npy
sigma,26.7,80,figure4_samples\sigma_true_26.700000_rep_080.npy
sigma,26.7,81,figure4_samples\sigma_true_26.700000_rep_081.npy
sigma,26.7,82,figure4_samples\sigma_true_26.700000_rep_082.npy
sigma,26.7,83,figure4_samples\sigma_true_26.700000_rep_083.npy
sigma,26.7,84,figure4_samples\sigma_true_26.700000_rep_084.npy
sigma,26.7,85,figure4_samples\sigma_true_26.700000_rep_085.npy
sigma,26.7,86,figure4_samples\sigma_true_26.700000_rep_086.npy
sigma,26.7,87,figure4_samples\sigma_true_26.700000_rep_087.npy
sigma,26.7,88,figure4_samples\sigma_true_26.700000_rep_088.npy
sigma,26.7,89,figure4_samples\sigma_true_26.700000_rep_089.npy
sigma,26.7,90,figure4_samples\sigma_true_26.700000_rep_090.npy
sigma,26.7,91,figure4_samples\sigma_true_26.700000_rep_091.npy
sigma,26.7,92,figure4_samples\sigma_true_26.700000_rep_092.npy
sigma,26.7,93,figure4_samples\sigma_true_26.700000_rep_093.npy
sigma,26.7,94,figure4_samples\sigma_true_26.700000_rep_094.npy
sigma,26.7,95,figure4_samples\sigma_true_26.700000_rep_095.npy
sigma,26.7,96,figure4_samples\sigma_true_26.700000_rep_096.npy
